,link,primary name,secondary name,symptoms
207,https://www.mayoclinic.org/diseases-conditions/bladder-exstrophy/symptoms-causes/syc-20391299,Bladder exstrophy,Bladder exstrophy,"[""Epispadias.This is the least severe form ofBEEC, in which the tube to expel urine (urethra) doesn't fully develop."", 'Bladder exstrophy.This defect causes the bladder to form on the outside of the body. The bladder is also turned inside out. Usually, bladder exstrophy will involve organs of the urinary tract, as well as the digestive and reproductive systems. Defects of the abdominal wall, bladder, genitals, pelvic bones, final section of the large intestine (rectum) and opening at the end of the rectum (anus) can occur.Children with bladder exstrophy also have vesicoureteral reflux. This condition causes urine to flow the wrong way — from the bladder back up into the tubes that connect to the kidneys (ureters). Children with bladder exstrophy also have epispadias.', ""Cloacal exstrophy.Cloacal exstrophy (kloe-A-kul EK-stroh-fee) is the most serious form ofBEEC. In this condition, the rectum, bladder and genitals don't fully separate as the fetus develops. These organs may not be correctly formed, and the pelvic bones are affected as well.The kidneys, backbone and spinal cord also may be affected. Most children with cloacal exstrophy have spinal abnormalities, including spina bifida. Children born with protruding abdominal organs probably also have cloacal exstrophy or bladder exstrophy.""]"
208,https://www.mayoclinic.org/diseases-conditions/cystitis/symptoms-causes/syc-20371306,Cystitis,Bladder infectionSee Cystitis,"['A strong, persistent urge to urinate', 'Pain or a burning feeling when urinating', 'Passing frequent, small amounts of urine', 'Blood in the urine (hematuria)', 'Passing cloudy or strong-smelling urine', 'Pelvic discomfort', 'A feeling of pressure in the area below your belly button (abdomen)', 'Low-grade fever']"
209,https://www.mayoclinic.org/diseases-conditions/interstitial-cystitis/symptoms-causes/syc-20354357,Interstitial cystitis,Bladder inflammationSee Interstitial cystitis,"['Pain in your pelvis or between the vagina and anus in women', 'Pain between the scrotum and anus (perineum) in men', 'Chronic pelvic pain', 'A persistent, urgent need to urinate', 'Frequent urination, often of small amounts, throughout the day and night (up to 60 times a day)', 'Pain or discomfort while the bladder fills and relief after urinating', 'Pain during sex']"
210,https://www.mayoclinic.org/diseases-conditions/blastocystis-hominis-infection/symptoms-causes/syc-20351205,Blastocystis hominis,Blastocystis hominis,"['Watery diarrhea', 'Nausea', 'Abdominal pain', 'Bloating', 'Excessive gas', 'Loss of appetite', 'Weight loss', 'Anal itching', 'Fatigue']"
211,https://www.mayoclinic.org/diseases-conditions/blepharitis/symptoms-causes/syc-20370141,Blepharitis,Blepharitis,"['Watery eyes', 'Red eyes', 'A gritty, burning or stinging sensation in the eyes', 'Eyelids that appear greasy', 'Itchy eyelids', 'Red, swollen eyelids', 'Flaking of the skin around the eyes', 'Crusted eyelashes', 'Eyelid sticking', 'More frequent blinking', 'Sensitivity to light', 'Blurred vision that usually improves with blinking']"
212,https://www.mayoclinic.org/diseases-conditions/blocked-tear-duct/symptoms-causes/syc-20351369,Blocked tear duct,Blocked tear duct,"['Excessive tearing', 'Redness of the white part of the eye', 'Recurrent eye infection or inflammation, known as pink eye', 'Painful swelling near the inside corner of the eye', 'Crusting of the eyelids', 'Mucus or pus discharge from the lids and surface of the eye', 'Blurred vision']"
213,https://www.mayoclinic.org/diseases-conditions/ureteral-obstruction/symptoms-causes/syc-20354676,Ureteral obstruction,Blocked ureterSee Ureteral obstruction,"['Pain', 'Changes in how much urine you produce (urine output)', 'Difficulty urinating', 'Blood in the urine', 'Urinary tract infections', 'High blood pressure (hypertension)']"
214,https://www.mayoclinic.org/diseases-conditions/blood-in-urine/symptoms-causes/syc-20353432,Blood in urine (hematuria),Blood in urine,"['Urinary tract infections (UTIs).These happen when bacteria get into the tube through which urine leaves the body, called the urethra. Then the bacteria multiply in the bladder.UTIscan cause bleeding that makes urine look red, pink or brown. With aUTI, you also may have a strong urge to pee that lasts a long time. You may have pain and burning while peeing. Your urine may have a very strong smell too.', ""Kidney infection.This type ofUTIalso is called pyelonephritis.Kidney infections can happen when bacteria enter the kidneys from the bloodstream. Infections also can happen when bacteria move to the kidneys from a pair of tubes that connect the kidneys with the bladder, called the ureters. Kidney infections can cause the same urine-related symptoms that otherUTIscan. But they're more likely to cause a fever and pain in the back, side or groin."", 'A bladder or kidney stone.The minerals in urine can form crystals on the walls of the kidneys or bladder. Over time, the crystals can become small, hard stones.The stones are often painless. But they can hurt a lot if they cause a blockage or leave the body through urine. Bladder or kidney stones can cause blood in urine that can be seen with the naked eye as well as bleeding that can be seen only in the lab.', 'Enlarged prostate.The prostate gland is just below the bladder, and it surrounds the top part of the urethra. It often gets bigger toward middle age. It then puts pressure on the urethra, partly blocking the flow of urine. With an enlarged prostate, you might have trouble peeing, an urgent or lasting need to pee, or blood in the urine. Infection of the prostate, called prostatitis, can cause the same symptoms.', 'Kidney disease.Blood in urine that can be seen only in the lab is a common symptom of a kidney disease called glomerulonephritis. With this disease, the tiny filters in the kidneys that remove waste from blood become inflamed.Glomerulonephritis may be part of a condition that affects the whole body, such as diabetes. Or it can happen on its own.', 'Cancer.Blood in urine that can be seen with the naked eye may be a sign of advanced kidney, bladder or prostate cancer. These cancers might not cause symptoms sooner, when treatments could work better.', 'Inherited illnesses.A genetic condition that affects red blood cells, called sickle cell anemia, can cause blood in urine. The blood cells could be visible or too tiny to see. A condition that damages tiny blood vessels in the kidneys, called Alport syndrome, also can cause blood in the urine.', 'Kidney injury.A blow or other injury to the kidneys from an accident or contact sports can cause blood to show up in urine.', 'Medicines. The anti-cancer drug cyclophosphamide (Cytoxan) and the antibiotic penicillin are linked to blood in urine. Medicines that prevent blood clots also are tied to blood in urine. These include medicines that keep blood cells called platelets from sticking together, such as the pain reliever aspirin. Medicines that thin the blood, such as heparin, also may be a cause.', ""Hard exercise.Blood in the urine can happen after playing contact sports, such as football. It may be linked to bladder damage caused by getting hit. Blood in urine also can happen with long-distance sports, such as marathon running, but it's less clear why. It may be linked to bladder damage or other reasons that don't involve an injury. When hard exercise causes blood in urine, it may go away on its own within a week.If you see blood in your urine after exercise, don't assume it's from exercising. See your health care provider.""]"
215,https://www.mayoclinic.org/diseases-conditions/burning-mouth-syndrome/symptoms-causes/syc-20350911,Burning mouth syndrome,BMSSee Burning mouth syndrome,"['A burning or scalding feeling that most commonly affects your tongue, but also may affect your lips, gums, roof of your mouth, throat or whole mouth.', 'A feeling of dry mouth with increased thirst.', 'Taste changes in your mouth, such as a bitter or metallic taste.', 'Loss of taste.', 'Tingling, stinging or numbness in your mouth.']"
216,https://www.mayoclinic.org/diseases-conditions/body-lice/symptoms-causes/syc-20350310,Body lice,Body lice,"['War refugees', 'Homeless people', 'People displaced by natural disasters']"
217,https://www.mayoclinic.org/diseases-conditions/sweating-and-body-odor/symptoms-causes/syc-20353895,Sweating and body odor,Body odor and sweatingSee Sweating and body odor,"['You suddenly begin to sweat much more or less than usual', 'Sweating disrupts your daily routine', 'You experience night sweats for no apparent reason', 'You notice a change in your body odor']"
218,https://www.mayoclinic.org/diseases-conditions/boils-and-carbuncles/symptoms-causes/syc-20353770,Boils and carbuncles,Boils and carbuncles,"['A painful, red bump that starts out small and can enlarge to more than 2 inches (5 centimeters)', 'Reddish or purplish, swollen skin around the bump', 'An increase in the size of the bump over a few days as it fills with pus', 'Development of a yellow-white tip that eventually ruptures and allows the pus to drain out']"
219,https://www.mayoclinic.org/diseases-conditions/bone-cancer/symptoms-causes/syc-20350217,Bone cancer,Bone cancer,"['Bone pain', 'Swelling and tenderness near the affected area', 'Weakened bone, leading to fracture', 'Fatigue', 'Unintended weight loss']"
220,https://www.mayoclinic.org/diseases-conditions/osteomyelitis/symptoms-causes/syc-20375913,Osteomyelitis,Bone infectionSee Osteomyelitis,"['Fever', 'Swelling, warmth and redness over the area of the infection', 'Pain in the area of the infection', 'Fatigue']"
221,https://www.mayoclinic.org/diseases-conditions/bone-metastasis/symptoms-causes/syc-20370191,Bone metastasis,Bone metastasis,"['Bone pain', 'Broken bones', 'Urinary incontinence', 'Bowel incontinence', 'Weakness in the legs or arms', 'High levels of calcium in the blood (hypercalcemia), which can cause nausea, vomiting, constipation and confusion']"
222,https://www.mayoclinic.org/diseases-conditions/bone-spurs/symptoms-causes/syc-20370212,Bone spurs,Bone spurs,"['Knee.Bone spurs in your knee can make it painful to extend and bend your leg.', 'Spine.On your vertebrae, bone spurs can narrow the space that contains your spinal cord. These bone spurs can pinch the spinal cord or its nerve roots and can cause weakness or numbness in your arms or legs.', 'Hip.Bone spurs can make it painful to move your hip, although you might feel the pain in your knee. Depending on their placement, bone spurs can reduce the range of motion in your hip joint.']"
223,https://www.mayoclinic.org/diseases-conditions/borderline-personality-disorder/symptoms-causes/syc-20370237,Borderline personality disorder,Borderline personality disorder,"['An intense fear of abandonment, even going to extreme measures to avoid real or imagined separation or rejection', ""A pattern of unstable intense relationships, such as idealizing someone one moment and then suddenly believing the person doesn't care enough or is cruel"", ""Rapid changes in self-identity and self-image that include shifting goals and values, and seeing yourself as bad or as if you don't exist at all"", 'Periods of stress-related paranoia and loss of contact with reality, lasting from a few minutes to a few hours', 'Impulsive and risky behavior, such as gambling, reckless driving, unsafe sex, spending sprees, binge eating or drug abuse, or sabotaging success by suddenly quitting a good job or ending a positive relationship', 'Suicidal threats or behavior or self-injury, often in response to fear of separation or rejection', 'Wide mood swings lasting from a few hours to a few days, which can include intense happiness, irritability, shame or anxiety', 'Ongoing feelings of emptiness', 'Inappropriate, intense anger, such as frequently losing your temper, being sarcastic or bitter, or having physical fights']"
